,TF,Target
4101,FOS,CTC-260E6.6
4102,KLF1,DUS2
4103,USF2,TUBB
4104,MYH11,GABARAP
4105,NOTCH1,FAM49B
4106,SIX5,LINC00239
4107,SIX5,ZNF660
4108,PBX3,ARFGAP2
4109,BRCA1,RP11-804A23.4
4110,SIX5,IGKV1-27
4111,EGR2,CASC15
4112,HDAC1,KIAA1324
4113,CEBPB,PSAT1
4114,TAL1,ARHGAP6
4115,HDAC1,RPH3AL
4116,TCF12,CKAP2L
4117,MAX,VMO1
4118,ERMAP,RP13-270P17.1
4119,GATA1,KLHL2
4120,HDAC1,ZNF280B
4121,TCF3,CDC42EP2
4122,ERG,MOXD1
4123,SIX5,FAM72A
4124,ERMAP,TPSB2
4125,EGR2,RP3-441A12.1
4126,GATA1,G6PC3
4127,TCF3,BIRC5
4128,MYB,ADD3
4129,GATA1,FEN1
4130,MAX,RNU11
4131,FOS,C16orf59
4132,KLF1,RP11-553K8.2
4133,FOXM1,MS4A14
4134,KLF1,PRSS35
4135,KLF1,AC010226.4
4136,SIX5,HHAT
4137,VDR,MT-CO3
4138,ERG,TP53I3
4139,GATA1,MIB1
4140,MYB,TRAK2
4141,KLF1,LINC00896
4142,TAL1,C15orf53
4143,FOS,LA16c-444G7.2
4144,HDAC1,FAM134A
4145,VDR,INPP5A
4146,MAX,CTIF
4147,ERG,LY86-AS1
4148,CEBPB,ST6GALNAC1
4149,ERMAP,CHMP4C
4150,TCF12,RP11-525A16.4
4151,ERG,HIF1A
4152,ERG,CALM3
4153,KLF1,RNF38
4154,E2F1,TBC1D7
4155,MYB,SLC2A3
4156,CEBPB,TOX
4157,TCF3,MIDN
4158,SIX5,RAB7B
4159,MYH11,COL9A2
4160,VDR,CD101
4161,POU2F1,RP11-160O5.1
4162,TCF3,ANKRD65
4163,NOTCH1,PAFAH2
4164,JUND,RP11-809O17.1
4165,ERG,NUDT19
4166,EBF1,ANAPC11
4167,SRF,ST5
4168,EGR2,DES
4169,ERG,METAP1D
4170,SIX5,ADGRB3
4171,MAX,MR1
4172,TAL1,PGA5
4173,SIX5,GFRA2
4174,CEBPB,SERP2
4175,ERMAP,MED20
4176,HDAC1,ACP2
4177,KLF1,LRRC23
4178,BRCA1,RP11-134N1.2
4179,EGR2,NEB
4180,VDR,CETP
4181,NOTCH1,SPATS2
4182,BRCA1,NPM1
4183,PBX3,STX10
4184,NOTCH1,TMC8
4185,FOXM1,CDH24
4186,KLF1,LGALS8-AS1
4187,KLF1,RP11-360L9.7
4188,SIX5,SPNS2
4189,FOXM1,LRRC34
4190,TAL1,RP11-21M24.2
4191,ERMAP,RP11-84A19.2
4192,SIX5,SLC52A3
4193,CEBPB,LDB2
4194,FOXM1,LINC01483
4195,FOS,MMRN1
4196,PBX3,DMPK
4197,EGR2,HIST1H2BB
4198,CEBPB,VCAM1
4199,BRCA1,RP11-255C15.3
4200,TCF3,DHRS7B
4201,TAL1,ABCA3
4202,POU2F1,FLNA
4203,NCOR2,ZEB2-AS1
4204,GATA1,LONRF1
4205,EGR2,SLC29A1
4206,SIX5,CD52
4207,TCF12,RMI2
4208,ERG,TLR1
4209,IRF4,GBA2
4210,TCF3,BIN2
4211,FOS,CTD-2215E18.1
4212,HDAC1,BIN1
4213,JUND,MGLL
4214,TCF3,CMB9-22P13.1
4215,ERG,TPRG1-AS1
4216,HDAC1,COL9A3
4217,MYB,IL16
4218,POU2F1,PTCH1
4219,E2F1,ADD2
4220,NOTCH1,MLLT11
4221,ERG,SLC12A8
4222,ERG,FSD1L
4223,TAL1,SAMD5
4224,SRF,ZNF385C
4225,KLF1,ANKRD53
4226,E2F1,POC1A
4227,ERG,AP3S2
4228,SRF,P2RY11
4229,ERG,VCAM1
4230,IRF4,GALNT10
4231,HDAC1,ZSWIM8
4232,E2F1,SH3GLB2
4233,POU2F1,RP11-305L7.3
4234,ERG,LINC01504
4235,POU2F1,SLC1A4
4236,BRCA1,RP11-178F10.2
4237,SIX5,TRIM36
4238,HDAC1,PLEKHA5
4239,E2F1,RP11-1057B6.1
4240,GATA1,ATL1
4241,HDAC1,NOP14-AS1
4242,KLF1,RNF31
4243,ETS1,TOB1
4244,ERG,DAZAP2
4245,POU2F1,TESK2
4246,MYH11,SMOX
4247,BRCA1,SLC44A4
4248,GATA1,SERF2
4249,ZEB1,CTD-2020K17.1
4250,MYB,COL4A3
4251,BRCA1,NEGR1
4252,SIX5,AF213884.2
4253,E2F1,HSP90AA1
4254,GATA2,ABCB1
4255,E2F1,SUCNR1
4256,FOXP1,ZNRF2
4257,ERG,FICD
4258,HDAC1,SNRNP200
4259,EGR2,TNXB
4260,MAX,AHDC1
4261,SIX5,RP11-112J3.16
4262,ERG,TMEM240
4263,ERG,CTD-2186M15.3
4264,E2F1,RP3-473L9.4
4265,EGR2,SEPT4
4266,EGR2,AC008753.6
4267,GATA1,RP11-243M5.1
4268,KLF1,SEMA4C
4269,TCF3,NDOR1
4270,E2F1,MXRA7
4271,MYH11,RP11-386G11.5
4272,FOS,NUDT17
4273,E2F1,CTD-2118P12.1
4274,PBX3,UBP1
4275,FOXM1,ASF1B
4276,HDAC1,IL17RD
4277,ERMAP,PMP22
4278,ERMAP,KIF15
4279,ETS1,TFCP2
4280,GATA1,PET100
4281,KLF1,RPL38
4282,FOXM1,C2orf40
4283,SREBF1,PTP4A2
4284,BRCA1,CDK1
4285,EBF1,SYVN1
4286,SP1,MBD3
4287,MYH11,SH3GLB2
4288,SIX5,TMEM214
4289,NOTCH1,JAM3
4290,BRCA1,CTD-2308L22.1
4291,SIX5,SSBP3-AS1
4292,KLF1,SYNJ2
4293,CEBPB,RP11-152N13.5
4294,SIX5,ANGPT1
4295,VDR,NLRP7
4296,SRF,CTA-384D8.34
4297,TCF12,UPP1
4298,FOS,LINC01251
4299,VDR,SCML2
4300,KLF1,MAP2K3
4301,SIX5,GREM1
4302,SIX5,TCEAL2
4303,KLF1,SNX8
4304,FOXM1,RP11-265N6.2
4305,MAX,LZTFL1
4306,MYH11,HSP90AA1
4307,ERMAP,KCNK10
4308,GATA1,CEP41
4309,EGR2,SYCE3
4310,SIX5,ANG
4311,MAX,TBCB
4312,NOTCH1,FMNL3
4313,E2F1,SARAF
4314,EGR2,C1R
4315,E2F1,RP11-367N14.2
4316,CEBPB,LTA
4317,ERG,UCP3
4318,KLF1,ARHGAP8
4319,GATA1,SAP30L-AS1
4320,VDR,RP5-827C21.6
4321,TCF3,CAB39L
4322,MYH11,EXOC2
4323,PBX3,PITPNA
4324,E2F1,CEP89
4325,MAX,RP4-605O3.4
4326,VDR,CTB-114C7.4
4327,ERG,KCTD9
4328,HDAC1,STK11
4329,MAX,EPN2
4330,MYH11,MXRA7
4331,E2F1,CRACR2B
4332,TAL1,RP11-466P24.6
4333,BRCA1,RP4-545C24.1
4334,ERG,CFLAR
4335,KLF1,SIGLEC6
4336,KLF1,PINX1
4337,GATA1,CNPY3
4338,FOS,PKP2
4339,BCL3,ACY3
4340,SIX5,PAQR4
4341,EGR2,RP11-102N12.2
4342,FOS,MRVI1-AS1
4343,ERMAP,KHDC1
4344,MAX,RCN2
4345,HDAC1,TSPAN14
4346,VDR,AC017002.1
4347,ETS1,RNF19B
4348,GATA1,RGS10
4349,CEBPB,SLC43A1
4350,BRCA1,C9orf172
4351,PBX3,AURKB
4352,ERG,ZNF107
4353,CEBPB,NBL1
4354,POU2F1,DVL3
4355,KLF1,HMSD
4356,FOXM1,SLC25A5
4357,FOS,ZPBP2
4358,BRCA1,FANK1
4359,BRCA1,RASD1
4360,MYH11,SLC23A2
4361,ERG,TRAV22
4362,E2F1,PMS1
4363,EBF1,HECTD4
4364,MTA3,SUPT4H1
4365,CEBPB,ART4
4366,KLF1,LINC00482
4367,SIX5,PRELID2
4368,CEBPB,GEM
4369,JUND,STAMBPL1
4370,GATA1,VPS36
4371,E2F1,SPIDR
4372,FOXP1,UCP2
4373,PBX3,CCBL1
4374,HDAC1,SMAD6
4375,SIX5,RASGEF1A
4376,ERG,IL23R
4377,MYB,RP11-166P13.4
4378,SIX5,GDF7
4379,SIX5,PRR29-AS1
4380,FOXM1,QPRT
4381,TAL1,RAB11FIP3
4382,ERG,TVP23B
4383,GATA1,DNAH11
4384,HDAC1,MICAL2
4385,CEBPB,ZNF419
4386,HDAC1,ZNF713
4387,CEBPB,MYZAP
4388,MYB,TET3
4389,NOTCH1,ST5
4390,VDR,UGGT2
4391,GATA2,SMAD1
4392,STAT1,NDUFAF6
4393,SIX5,NAA38
4394,E2F1,CPTP
4395,LMO2,RASSF4
4396,ERG,GEM
4397,E2F1,HJURP
4398,E2F1,PKD1
4399,FOS,CMC4
4400,E2F1,PLOD2
4401,KLF1,RAB11FIP5
4402,FOS,ATP5J2-PTCD1
4403,GATA1,HIVEP2
4404,BRCA1,ENPP5
4405,PBX3,GOT1
4406,GATA1,FYB
4407,FOS,RP11-1149M10.2
4408,SPI1,GPX7
4409,GATA1,DGKQ
4410,E2F1,FMO5
4411,PBX3,C7orf73
4412,IRF4,RGS9
4413,MYB,AC109826.1
4414,KLF1,RP11-173A6.3
4415,FOS,KLF8
4416,GATA1,MEX3B
4417,HDAC1,TRAPPC11
4418,EGR2,ANKMY2
4419,TAL1,TMEM17
4420,EGR2,RP11-498P14.5
4421,SIX5,LINC00910
4422,GATA1,INSR
4423,ZEB1,EPS8L2
4424,ERMAP,NEO1
4425,MYB,EPHA2
4426,ERG,FAM212B-AS1
4427,GATA1,RP11-597D13.9
4428,MYB,LIG1
4429,POU2F1,PRRT1
4430,NOTCH1,ZNF385C
4431,MAX,CMTM4
4432,FOS,TCEB2
4433,E2F1,MYO1G
4434,BRCA1,FCRLB
4435,KLF1,RP11-680A11.5
4436,CEBPB,IKZF2
4437,SIX5,BRCA2
4438,CDK9,NEAT1
4439,MYH11,SENCR
4440,PBX3,PCGF3
4441,ETS1,NPL
4442,CEBPB,COBL
4443,KLF1,F8
4444,KLF1,RP1-167O22.1
4445,ERG,C11orf80
4446,MYH11,LRRC2
4447,GATA1,PLP2
4448,ERG,RP1-266L20.2
4449,MYH11,CPTP
4450,ERMAP,RP5-943J3.2
4451,MYH11,PKD1
4452,ERG,PITPNM3
4453,E2F1,PCBP4
4454,SIX5,PEAK1
4455,MAX,SLC38A1
4456,MYH11,MATN1-AS1
4457,E2F1,ZNF135
4458,ERG,NFE2L3
4459,STAT1,CUEDC1
4460,CEBPB,PKM
4461,ERG,RASSF8
4462,FOS,TROAP
4463,HDAC1,NCOR2
4464,FOXM1,CLDND2
4465,GATA1,RP11-61A14.1
4466,E2F1,AUTS2
4467,FOS,AK2
4468,MYB,TAPT1
4469,E2F1,INAFM1
4470,CEBPB,CDC42EP3
4471,TAL1,ARPP21
4472,EGR2,CDCA3
4473,KLF1,FAM81B
4474,FOS,ZSWIM4
4475,ERG,GPR55
4476,HDAC1,XXYLT1-AS2
4477,ERG,COBL
4478,FOXM1,ZBED3
4479,TCF12,BLOC1S1
4480,NOTCH1,C22orf29
4481,MYH11,MBP
4482,HDAC1,GMNN
4483,ERG,RP11-936I5.1
4484,KLF1,RP13-516M14.1
4485,FOXM1,CLEC6A
4486,FOXP1,MAP7D1
4487,EGR2,PLA1A
4488,FOXM1,NEU3
4489,MAX,AP1AR
4490,FOS,SMIM10
4491,JUND,FOS
4492,E2F1,SMKR1
4493,SRF,ZNF664
4494,NOTCH1,HDAC4
4495,POU2F1,FANCA
4496,TCF3,RP11-430B1.2
4497,MYB,MMEL1
4498,GATA1,CTD-2589H19.6
4499,HDAC1,TSR2
4500,E2F1,CADM4
4501,JUND,MYL12A
4502,TAL1,RP3-323P24.3
4503,KLF1,CSTF3-AS1
4504,MYB,PSMA4
4505,MAX,AC009948.5
4506,MYH11,PCBP4
4507,GATA1,MALAT1
4508,KLF1,RGS7
4509,ERMAP,AP001626.2
4510,MYB,UBE2T
4511,TCF3,TCF12
4512,HDAC1,PLTP
4513,E2F1,AC009120.10
4514,SIX5,RP11-41O4.1
4515,E2F1,GLYCTK
4516,MAX,PSME2
4517,TCF3,ZNF441
4518,ERG,TCHP
4519,ERMAP,TTLL4
4520,E2F1,HOXA10-AS
4521,MAX,ELF4
4522,MYH11,INAFM1
4523,NOTCH1,LRCH1
4524,GATA2,MT-ND3
4525,FOXM1,IGHV3-30
4526,CEBPB,GIMAP5
4527,EGR2,NKAIN2
4528,CEBPB,GTSF1
4529,ERG,RPS6
4530,MAX,KIF14
4531,BCL3,PALD1
4532,SIX5,TBKBP1
4533,BRCA1,CLSPN
4534,MYH11,VPS54
4535,KLF1,AC144831.1
4536,E2F1,CALCRL
4537,FOXM1,TSPYL5
4538,SIX5,EDN3
4539,BRCA1,DNAH10
4540,GATA1,MAST4
4541,STAT1,LAMA5
4542,MAX,CTD-2571L23.8
4543,PBX3,MAP3K5
4544,PBX3,RP1-151F17.1
4545,MAX,RP11-783K16.5
4546,VDR,ELOVL7
4547,EGR2,LAMA5
4548,KLF1,COL8A2
4549,HDAC1,PSMC3IP
4550,PBX3,PDE2A
4551,POU2F1,CTB-58E17.1
4552,HDAC1,SGMS2
4553,PBX3,AIRE
4554,SIX5,C9orf135
4555,FOS,BMPR1A
4556,VDR,PRKG2
4557,TCF3,SSH3
4558,EGR2,LRRC75B
4559,MYH11,ACSF2
4560,CEBPB,CARKD
4561,TCF3,RP11-156E8.1
4562,TAL1,CTB-55O6.8
4563,FOXM1,PVR
4564,ERG,SCAI
4565,VDR,FAM110B
4566,KLF1,GP1BA
4567,MYB,FOSL1
4568,GATA1,SPRED1
4569,ERG,LHFP
4570,TAL1,RP11-513H8.1
4571,SRF,HSD11B1L
4572,ERMAP,CTB-133G6.2
4573,KLF1,NEAT1
4574,CEBPB,SH3PXD2A
4575,IRF4,SEMA4D
4576,GATA1,FLVCR2
4577,BRCA1,RP1-197B17.3
4578,BRCA1,PDLIM3
4579,FOS,SLC12A5
4580,BRCA1,CTD-2288F12.1
4581,FOS,PCNT
4582,NOTCH1,DLGAP5
4583,FOXM1,RAB15
4584,ERG,WDR1
4585,FOS,RP11-783K16.13
4586,ERG,CTD-2007H13.3
4587,MYB,RP11-1391J7.1
4588,FOXM1,RP11-849H4.4
4589,KLF1,ENAH
4590,KLF1,ST8SIA6
4591,TCF3,TRPM2
4592,KLF1,RP11-218M22.1
4593,EBF1,DLEU2
4594,BRCA1,RP11-830F9.6
4595,MYH11,GAS6-AS1
4596,IRF4,NTRK1
4597,MAX,RPS25
4598,SIX5,SCARA5
4599,ERMAP,RP11-874J12.4
4600,ERMAP,LINC00158
4601,FOS,EGR2
4602,FOXP1,IDH1
4603,KLF1,SLC41A2
4604,BRCA1,TPBG
4605,FOS,CTD-3222D19.12
4606,FOS,FAM160A1
4607,KLF1,PRDM15
4608,ERMAP,TSPAN9
4609,VDR,RP11-204N11.1
4610,KLF1,GLB1L2
4611,CEBPA,WARS
4612,FOS,LRRC56
4613,ERMAP,S100A13
4614,GATA1,RP11-960L18.1
4615,IRF4,RP11-126K1.6
4616,ERG,NALT1
4617,E2F1,TAP1
4618,SPI1,CD68
4619,SRF,SPATA2L
4620,SIX5,LCN8
4621,GATA1,ACCS
4622,BRCA1,LBX2-AS1
4623,GATA1,TMEM150B
4624,ERG,SLC22A4
4625,VDR,LINC00880
4626,ERG,AMIGO2
4627,MYB,MAFK
4628,FOS,FSD1
4629,FOXM1,RP11-20I23.13
4630,KLF1,SLC27A5
4631,ERG,IGHV3-49
4632,HDAC1,CCND1
4633,HDAC1,PRC1
4634,GATA1,GNE
4635,BCL3,RP11-525A16.4
4636,VDR,TM4SF19
4637,FOS,HMGB2
4638,HDAC1,GUK1
4639,E2F1,RP11-486O12.2
4640,E2F1,RNASEK
4641,GATA1,CTD-2306M5.1
4642,VDR,LINC01122
4643,HDAC1,RP11-159H10.3
4644,POU2F1,AC002117.1
4645,SRF,ERBB2
4646,EGR2,AF146191.4
4647,ERG,IL21R
4648,CEBPB,TOX2
4649,ETS1,CDK11B
4650,KLF1,KIF20A
4651,VDR,ZNF366
4652,MYB,SSX2IP
4653,KLF1,NRAV
4654,KLF1,FMN1
4655,ERMAP,XCR1
4656,VDR,CPAMD8
4657,MYH11,LAMTOR2
4658,PBX3,E2F2
4659,ETS1,IMPAD1
4660,E2F1,ADM
4661,KLF1,GGH
4662,CEBPB,FBXO34
4663,SIX5,RP11-696N14.1
4664,MYB,EGLN3
4665,TAL1,SLC6A4
4666,MTA3,RP13-270P17.1
4667,HDAC1,THNSL1
4668,FOS,KCTD19
4669,FOXP1,SLC9B2
4670,MYB,GSTO1
4671,E2F1,HOXB7
4672,FOS,RP11-805I24.1
4673,KLF1,LRRC36
4674,MAX,STAG3
4675,ERG,TOX2
4676,NOTCH1,ZNF664
4677,FOS,CEP126
4678,HDAC1,DNASE1L1
4679,FOS,VANGL1
4680,KLF1,SEMA3C
4681,CEBPB,UBE2D1
4682,BRCA1,RP11-624C23.1
4683,FOXM1,BEND6
4684,JUND,MYH9
4685,FOS,DUSP7
4686,MAX,NPM1
4687,CEBPB,MOB3A
4688,VDR,CAMK2N1
4689,KLF1,NSUN7
4690,MYB,UNC5CL
4691,ERG,LDLRAD4
4692,CEBPB,C11orf68
4693,MYB,CTD-2616J11.14
4694,BRCA1,RP11-305L7.3
4695,FOS,HRASLS5
4696,CEBPB,GNG8
4697,KLF1,RP11-266L9.5
4698,CEBPB,RP11-473I1.5
4699,HDAC1,SLC9A3R1
4700,TAL1,HTR7
4701,ERMAP,GATM-AS1
4702,MAX,MKI67
4703,TCF3,ZNF707
4704,E2F1,LL22NC03-75H12.2
4705,ERMAP,IGHV1-24
4706,POU2F1,RPS21
4707,SIX5,C8G
4708,KLF1,CEBPA-AS1
4709,MYB,CDT1
4710,EGR2,RP11-46F15.2
4711,JUND,DPP9
4712,KLF1,F2RL3
4713,STAT1,ZP3
4714,VDR,PLXNA4
4715,MYH11,VDAC1
4716,TCF3,MRPL33
4717,SRF,TRIP10
4718,ETS1,MIA3
4719,E2F1,NUGGC
4720,ERG,C11orf68
4721,ERG,GNG8
4722,TAL1,RP11-556I14.1
4723,BRCA1,CHN1
4724,FOS,SNX24
4725,GATA1,GRHL1
4726,FOXP1,LEFTY1
4727,CEBPB,LAP3
4728,ERMAP,TTK
4729,EBF1,UHRF2
4730,BRCA1,ABALON
4731,ERG,NEK3
4732,ERMAP,CTD-2031P19.5
4733,TCF12,TRIM71
4734,JUND,KNTC1
4735,MAX,SLC44A4
4736,MAX,SVIL-AS1
4737,E2F1,VASH2
4738,BRCA1,FAM124B
4739,BRCA1,FANCE
4740,GATA1,FURIN
4741,ERG,ENDOD1
4742,FOXM1,MYO1B
4743,KLF1,DEPTOR
4744,ERMAP,CACNA1C
4745,ERG,MLF1
4746,GATA1,VRK2
4747,ERG,A4GALT
4748,HDAC1,RPS6KA2
4749,NOTCH1,HSD11B1L
4750,E2F1,LRR1
4751,SIX5,RP11-265N6.1
4752,MYB,TMEM116
4753,SP1,TUBB
4754,PBX3,WSB2
4755,SPI1,SESN1
4756,VDR,RRAGD
4757,EGR2,RP11-732A19.8
4758,E2F1,CRNDE
4759,FOXM1,RP11-366L5.1
4760,SRF,AP1AR
4761,ERG,RNF181
4762,BRCA1,RP6-99M1.3
4763,MYB,INTS4
4764,FOXM1,GPC4
4765,GATA1,MT-CO1
4766,GATA1,PDGFRB
4767,FOXM1,LNX1
4768,ERMAP,CARD6
4769,POU2F2,PTPN6
4770,MYB,USHBP1
4771,FOXM1,RP11-442O1.4
4772,TAL1,LINC00643
4773,ERG,SH3D21
4774,BCL3,AC027601.1
4775,CEBPB,RP11-804H8.6
4776,NOTCH1,TBCB
4777,MYB,ADAMTS4
4778,E2F1,CCNF
4779,KLF1,DOHH
4780,HDAC1,RP11-219B4.7
4781,GATA1,TMEM164
4782,TCF3,CLIC4
4783,MAX,CDHR3
4784,MAX,TAF13
4785,VDR,FLT1
4786,HDAC1,RAB11B
4787,BRCA1,RP4-597N16.4
4788,STAT1,H6PD
4789,NOTCH1,SPATA2L
4790,ERG,PFKFB3
4791,ERG,MACROD1
4792,KLF1,KIF21A
4793,PBX3,RPS18
4794,CEBPB,ZSWIM1
4795,MYB,GPR160
4796,GATA2,NEK1
4797,BRCA1,GDA
4798,ERG,ALYREF
4799,CEBPA,ZCCHC11
4800,STAT1,TMC4
4801,GATA1,PRKCB
4802,GATA1,YES1
4803,HDAC1,PSMD5-AS1
4804,TCF12,VAV2
4805,TCF12,SH3BP1
4806,BRCA1,PARM1
4807,CEBPB,BBS12
4808,ERG,RP11-804H8.6
4809,FOS,CCDC80
4810,TAL1,RP11-574F21.2
4811,TAL1,NCAPH
4812,VDR,AC012123.1
4813,FOS,RAB44
4814,SRF,RP11-783K16.5
4815,KLF1,AC007880.1
4816,E2F1,KDM6A
4817,SPI1,CFD
4818,NOTCH1,ERBB2
4819,E2F1,HLA-A
4820,TCF3,ARMC5
4821,MYB,KLC4
4822,ERG,ATP6V0E1
4823,ERG,REEP4
4824,SIX5,RP11-71G12.1
4825,TFAP4,KANSL1-AS1
4826,MAX,C9orf172
4827,SIX5,CC2D2A
4828,FOS,RP1-29C18.10
4829,GATA1,ACAA1
4830,MAX,FANK1
4831,FOXM1,RP11-394O4.3
4832,KLF1,AP003774.4
4833,VDR,WFDC3
4834,ERG,ZSWIM1
4835,VDR,PALD1
4836,MAX,ITPRIPL1
4837,ETS1,MTMR3
4838,E2F1,SNAPC3
4839,MYH11,CCNF
4840,KLF1,CACNA2D2
4841,MAX,TRIT1
4842,VDR,ANKRD20A2
4843,MAX,NUTF2
4844,SP1,AGPAT3
4845,TCF12,CNR2
4846,E2F1,RP11-84C10.2
4847,GATA1,TRIM25
4848,MTA3,PVT1
4849,MYB,ARHGEF1
4850,E2F1,OTUD7B
4851,KLF1,SULT1A2
4852,GATA1,INTS1
4853,ERG,RP11-885N19.6
4854,GATA1,ASCL4
4855,E2F1,GRB2
4856,E2F1,MLXIPL
4857,SIX5,CFH
4858,TCF3,SLC25A19
4859,KLF1,CLINT1
4860,SRF,ZFP36L1
4861,FOS,NHSL1
4862,E2F1,LASP1
4863,ETS1,CFAP97
4864,FOS,HOXA7
4865,IRF4,GOLIM4
4866,SIX5,LENG8-AS1
4867,SIX5,RNF122
4868,SIX5,RP11-21M24.2
4869,E2F1,NUAK1
4870,ERMAP,ENPP3
4871,USF2,CYTH3
4872,ERG,UBFD1
4873,KLF1,RRAS
4874,IRF4,UBE3D
4875,TFAP4,NAT6
4876,SP1,FUS
4877,MAX,ZDHHC14
4878,CEBPB,ATP9A
4879,SIX5,ABCA3
4880,KLF1,PRKCZ
4881,HDAC1,TRAF3IP3
4882,HDAC1,CCNB2
4883,EGR2,CATIP
4884,ERG,LRRC4
4885,VDR,IGLL1
4886,NOTCH1,TRIP10
4887,GATA1,LYSMD1
4888,KLF1,ASPM
4889,PBX3,IFIH1
4890,MAX,FCRLB
4891,GATA1,PTRF
4892,POU2F1,RP11-1275H24.2
4893,SIX5,SAMD5
4894,TCF3,NAP1L1
4895,MYH11,OTUD7B
4896,TCF12,BHLHE41
4897,VDR,CKAP2L
4898,MAX,GGCX
4899,GATA2,GLG1
4900,CEBPB,JMJD1C
4901,E2F1,STAT1
4902,TCF12,BDH1
4903,MYH11,GRB2
4904,TCF12,CDKL1
4905,TCF12,RP11-16E12.2
4906,ERG,HLX-AS1
4907,ERMAP,DFNB31
4908,KLF1,SIK1
4909,MAX,KPTN
4910,MYB,KCNQ1
4911,ERG,BNIP2
4912,SPI1,FCER1G
4913,MYH11,LASP1
4914,TAL1,LINC01426
4915,E2F1,FBXL17
4916,EGR2,RP11-539G18.3
4917,ERG,ACOT7
4918,TCF3,HM13
4919,BRCA1,MSLN
4920,PBX3,NT5M
4921,GATA1,CALN1
4922,HDAC1,CYSTM1
4923,GATA1,LINC00243
4924,KLF1,CASQ1
4925,VDR,RP11-525A16.4
4926,PBX3,INPP5B
4927,MYH11,PPM1H
4928,TAL1,CTD-2619J13.9
4929,VDR,C4orf47
4930,ERG,PHLDA2
4931,ERG,MSH5-SAPCD1
4932,JUND,MAT2A
4933,TAL1,PROCR
4934,IRF4,FAM216A
4935,CEBPB,CDC42BPA
4936,KLF1,EVA1C
4937,MYH11,ZMIZ2
4938,HDAC1,RBPMS2
4939,E2F1,PCAT29
4940,ERMAP,SPOCK1
4941,TCF3,EFNA5
4942,CEBPB,ANKRD35
4943,GATA1,RNASET2
4944,MAX,SSBP4
4945,EBF1,TCP11L2
4946,MYH11,STAT1
4947,TCF3,RTN4IP1
4948,ERG,KCNN4
4949,VDR,ARF1
4950,TCF12,SLX4
4951,VDR,RP11-598F7.3
4952,ERMAP,MMP14
4953,BRCA1,SFTPD
4954,E2F1,RAP1B
4955,SRF,PLA2G15
4956,ERG,INPP1
4957,E2F1,FADS1
4958,BRCA1,KREMEN2
4959,HDAC1,SRF
4960,ETS1,GLG1
4961,FOS,PMS2
4962,GATA1,TTC21A
4963,BRCA1,SLC22A18AS
4964,FOXP1,DRAM1
4965,STAT1,LUCAT1
4966,ERG,IFNLR1
4967,ERG,COL9A2
4968,FOS,ATP5I
4969,ERMAP,FAM118B
4970,MAX,CLSPN
4971,IRF4,LAMTOR4
4972,E2F1,PHTF1
4973,EGR2,ENPP1
4974,NOTCH1,RP11-783K16.5
4975,MYH11,MYO1F
4976,ATF3,QKI
4977,ERMAP,MTCP1
4978,ERMAP,PHOSPHO1
4979,GATA1,IGLV2-11
4980,KLF1,C6orf120
4981,FOXP1,ZNF516
4982,IRF4,H2AFZ
4983,KLF1,ADGRA3
4984,EGR2,RP11-134L10.1
4985,ERG,ADGRG6
4986,SIX5,RP11-863P13.3
4987,ERG,NACC2
4988,TCF12,TP73-AS1
4989,E2F1,ZNF208
4990,ERG,RPL27A
4991,VDR,ARHGAP22
4992,VDR,RP11-158H5.8
4993,MYH11,RAP1B
4994,PBX3,PHLDA3
4995,GATA1,RBAK-RBAKDN
4996,E2F1,CCDC151
4997,ERMAP,RP11-91I20.4
4998,VDR,SLC27A2
4999,HDAC1,C21orf58
5000,MYH11,TNFAIP8L1
5001,E2F1,PRDX5
5002,E2F1,TMSB4X
5003,POU2F1,CASC15
5004,E2F1,AC016549.1
5005,E2F1,FLYWCH1
5006,IRF4,ITGB2
5007,KLF1,AC069277.2
5008,SIX5,RAB11FIP3
5009,IRF4,PPARGC1B
5010,USF2,KIAA0513
5011,EGR2,CP
5012,BRCA1,RAB38
5013,ERG,RFESD
5014,ERG,MEF2C-AS1
5015,MAX,RP1-197B17.3
5016,IRF3,TPCN1
5017,CDK9,SAMHD1
5018,MAX,CTD-2288F12.1
5019,EGR2,RP11-338C15.3
5020,FOXM1,BNC2
5021,GATA1,MYH11
5022,SPI1,TMEM263
5023,ERMAP,CDCA2
5024,SIX5,CTD-2012K14.6
5025,MYC,TMEM63A
5026,BCL6,ZNF276
5027,E2F1,CHEK1
5028,NOTCH1,ZFP36L1
5029,HIF1A,AC093818.1
5030,VDR,FAM64A
5031,USF2,FHOD1
5032,BRCA1,CERCAM
5033,SP1,UHRF1BP1L
5034,HDAC1,RPS3
5035,PBX3,ERI2
5036,CEBPB,ADD2
5037,ERMAP,ST5
5038,GATA1,ZNF792
5039,E2F1,ACOT4
5040,FOS,DIAPH3
5041,VDR,MICALCL
5042,E2F1,LSINCT5
5043,EGR2,RAMP3
5044,SIX5,ARPC3
5045,CEBPB,SH3GLB2
5046,IRF4,RP11-486I11.2
5047,ERG,KRT1
5048,GATA1,FAM63A
5049,MAX,SDF4
5050,MAX,GALNT7
5051,FOS,CLNK
5052,SIX5,TMEM17
5053,TCF3,MYADM
5054,HDAC1,NBEAL2
5055,ERG,HHIP-AS1
5056,GATA1,RP11-219D15.3
5057,E2F1,SOCS6
5058,MYH11,PRDX5
